Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Cable Facade - Purple Shamiyana Wall
appliedenergistics2:facade:0, Cable Facade - Blue Shamiyana Wall
appliedenergistics2:facade:0, Cable Facade - Brown Shamiyana Wall
appliedenergistics2:facade:0, Cable Facade - Green Shamiyana Wall
appliedenergistics2:facade:0, Cable Facade - Red Shamiyana Wall
appliedenergistics2:facade:0, Cable Facade - Black Shamiyana Wall
appliedenergistics2:facade:0, Cable Facade - Yurt Roof (Cosmetic)
appliedenergistics2:facade:0, Cable Facade - Yurt Wall (Cosmetic)
appliedenergistics2:facade:0, Cable Facade - Yurt Wall (Cosmetic)
appliedenergistics2:facade:0, Cable Facade - Bedouin Wall (Cosmetic)
appliedenergistics2:facade:0, Cable Facade - Bedouin Roof (Cosmetic)
appliedenergistics2:facade:0, Cable Facade - Indlu Wall (Cosmetic)
appliedenergistics2:facade:0, Cable Facade - Indlu Wall (Cosmetic)
appliedenergistics2:facade:0, Cable Facade - Blank Tepee Design (Cosmetic)
appliedenergistics2:facade:0, Cable Facade - Black Tepee Pattern (Cosmetic)
appliedenergistics2:facade:0, Cable Facade - Red Tepee Pattern (Cosmetic)
appliedenergistics2:facade:0, Cable Facade - Yellow Tepee Pattern (Cosmetic)
appliedenergistics2:facade:0, Cable Facade - Orange Tepee Pattern (Cosmetic)
appliedenergistics2:facade:0, Cable Facade - White Tepee Pattern (Cosmetic)
appliedenergistics2:facade:0, Cable Facade - Happy Tepee Design (Cosmetic)
appliedenergistics2:facade:0, Cable Facade - Sun Tepee Design (Cosmetic)
appliedenergistics2:facade:0, Cable Facade - Creepers Tepee Design (Cosmetic)
appliedenergistics2:facade:0, Cable Facade - Universe Tepee Design (Cosmetic)
appliedenergistics2:facade:0, Cable Facade - Eagle Tepee Design (Cosmetic)
appliedenergistics2:facade:0, Cable Facade - Tri-Force Tepee Design (Cosmetic)
appliedenergistics2:facade:0, Cable Facade - Dreamcatcher Tepee Design (Cosmetic)
appliedenergistics2:facade:0, Cable Facade - Rain Tepee Design (Cosmetic)
appliedenergistics2:facade:0, Cable Facade - Magic Tepee Design (Cosmetic)
appliedenergistics2:facade:0, Cable Facade - White Shamiyana Wall (Cosmetic)
appliedenergistics2:facade:0, Cable Facade - Orange Shamiyana Wall (Cosmetic)
appliedenergistics2:facade:0, Cable Facade - Magenta Shamiyana Wall (Cosmetic)
appliedenergistics2:facade:0, Cable Facade - Light Blue Shamiyana Wall (Cosmetic)
appliedenergistics2:facade:0, Cable Facade - Yellow Shamiyana Wall (Cosmetic)
appliedenergistics2:facade:0, Cable Facade - Lime Shamiyana Wall (Cosmetic)
appliedenergistics2:facade:0, Cable Facade - Pink Shamiyana Wall (Cosmetic)
appliedenergistics2:facade:0, Cable Facade - Gray Shamiyana Wall (Cosmetic)
appliedenergistics2:facade:0, Cable Facade - Silver Shamiyana Wall (Cosmetic)
appliedenergistics2:facade:0, Cable Facade - Cyan Shamiyana Wall (Cosmetic)
appliedenergistics2:facade:0, Cable Facade - Purple Shamiyana Wall (Cosmetic)
appliedenergistics2:facade:0, Cable Facade - Blue Shamiyana Wall (Cosmetic)
appliedenergistics2:facade:0, Cable Facade - Brown Shamiyana Wall (Cosmetic)
appliedenergistics2:facade:0, Cable Facade - Green Shamiyana Wall (Cosmetic)
appliedenergistics2:facade:0, Cable Facade - Red Shamiyana Wall (Cosmetic)
appliedenergistics2:facade:0, Cable Facade - Black Shamiyana Wall (Cosmetic)
appliedenergistics2:facade:0, Cable Facade - Rock Salt
appliedenergistics2:facade:0, Cable Facade - Constraint Metal Ore
appliedenergistics2:facade:0, Cable Facade - Imag Crystal Ore
appliedenergistics2:facade:0, Cable Facade - Imag Silicon Ore
appliedenergistics2:facade:0, Cable Facade - Machine Frame
appliedenergistics2:facade:0, Cable Facade - Resonant Crystal Ore
appliedenergistics2:facade:0, Cable Facade - Water Spring
appliedenergistics2:facade:0, Cable Facade - Oil Spring
appliedenergistics2:facade:0, Cable Facade - tile.decorated.destroy.name
appliedenergistics2:facade:0, Cable Facade - Blueprint (Decoration)
appliedenergistics2:facade:0, Cable Facade - Template (Decoration)
appliedenergistics2:facade:0, Cable Facade - tile.decorated.paper.name
appliedenergistics2:facade:0, Cable Facade - tile.decorated.leather.name
appliedenergistics2:facade:0, Cable Facade - Laser (Decoration)
appliedenergistics2:facade:0, Cable Facade - German Weapons Box
appliedenergistics2:facade:0, Cable Facade - American Weapons Box
appliedenergistics2:facade:0, Cable Facade - Nerf Blaster Box
appliedenergistics2:facade:0, Cable Facade - Russian Weapons Box
appliedenergistics2:facade:0, Cable Facade - Modern Weapons Box
appliedenergistics2:facade:0, Cable Facade - Anti-Zombie Weapons Box
appliedenergistics2:facade:0, Cable Facade - Japanese Weapons Box
appliedenergistics2:facade:0, Cable Facade - Advanced Modern Weapons Box
appliedenergistics2:facade:0, Cable Facade - WW2 Armor Box
appliedenergistics2:facade:0, Cable Facade - British Weapons Box
appliedenergistics2:facade:0, Cable Facade - tile.Drbox.name
appliedenergistics2:facade:0, Cable Facade - Megacorp Weapon Box
appliedenergistics2:facade:0, Cable Facade - Modern Warfare Armor Box
appliedenergistics2:facade:0, Cable Facade - Vehicle Crafting Table
appliedenergistics2:facade:0, Cable Facade - Compact Raw Porkchop
appliedenergistics2:facade:0, Cable Facade - Rose Gold Block
appliedenergistics2:facade:0, Cable Facade - Rose Gold Ore
appliedenergistics2:facade:0, Cable Facade - Villager Spawner
appliedenergistics2:facade:0, Cable Facade - Placeholder
appliedenergistics2:facade:0, Cable Facade - Placeholder
appliedenergistics2:facade:0, Cable Facade - Placeholder
appliedenergistics2:facade:0, Cable Facade - Placeholder
appliedenergistics2:facade:0, Cable Facade - Placeholder
appliedenergistics2:facade:0, Cable Facade - Placeholder
appliedenergistics2:facade:0, Cable Facade - Placeholder
appliedenergistics2:facade:0, Cable Facade - Placeholder
appliedenergistics2:facade:0, Cable Facade - Placeholder
appliedenergistics2:facade:0, Cable Facade - Placeholder
appliedenergistics2:facade:0, Cable Facade - Placeholder
appliedenergistics2:facade:0, Cable Facade - Placeholder
appliedenergistics2:facade:0, Cable Facade - Placeholder
appliedenergistics2:facade:0, Cable Facade - Placeholder
appliedenergistics2:facade:0, Cable Facade - Placeholder
appliedenergistics2:facade:0, Cable Facade - Placeholder
appliedenergistics2:facade:0, Cable Facade - Bedrock Glass
appliedenergistics2:facade:0, Cable Facade - Plain metal decoration
appliedenergistics2:facade:0, Cable Facade - Grated metal decoration
appliedenergistics2:facade:0, Cable Facade - Grated glass decoration
appliedenergistics2:facade:0, Cable Facade - Black & yellow stripes down
appliedenergistics2:facade:0, Cable Facade - Black & yellow stripes up
appliedenergistics2:facade:0, Cable Facade - Yellow & black stripes down
appliedenergistics2:facade:0, Cable Facade - Yellow & black stripes up
appliedenergistics2:facade:0, Cable Facade - Gas Block
appliedenergistics2:facade:0, Cable Facade - Gas Block
appliedenergistics2:facade:0, Cable Facade - Gas Block
appliedenergistics2:facade:0, Cable Facade - Gas Block
appliedenergistics2:facade:0, Cable Facade - Gas Block
appliedenergistics2:facade:0, Cable Facade - Gas Block
appliedenergistics2:facade:0, Cable Facade - Gas Block
appliedenergistics2:facade:0, Cable Facade - Gas Block
appliedenergistics2:facade:0, Cable Facade - Gas Block
appliedenergistics2:facade:0, Cable Facade - Gas Block
appliedenergistics2:facade:0, Cable Facade - Gas Block
appliedenergistics2:facade:0, Cable Facade - Gas Block
appliedenergistics2:facade:0, Cable Facade - Cloaking Coil
appliedenergistics2:facade:0, Cable Facade - Warp-field Isolation Block
appliedenergistics2:facade:0, Cable Facade - White Stained Basic Hull
appliedenergistics2:facade:0, Cable Facade - Orange Stained Basic Hull
appliedenergistics2:facade:0, Cable Facade - Magenta Stained Basic Hull
appliedenergistics2:facade:0, Cable Facade - Light Blue Stained Basic Hull
appliedenergistics2:facade:0, Cable Facade - Yellow Stained Basic Hull
appliedenergistics2:facade:0, Cable Facade - Lime Stained Basic Hull
appliedenergistics2:facade:0, Cable Facade - Pink Stained Basic Hull
appliedenergistics2:facade:0, Cable Facade - Gray Stained Basic Hull
appliedenergistics2:facade:0, Cable Facade - Silver Stained Basic Hull
appliedenergistics2:facade:0, Cable Facade - Cyan Stained Basic Hull
appliedenergistics2:facade:0, Cable Facade - Purple Stained Basic Hull
appliedenergistics2:facade:0, Cable Facade - Blue Stained Basic Hull
appliedenergistics2:facade:0, Cable Facade - Brown Stained Basic Hull
appliedenergistics2:facade:0, Cable Facade - Green Stained Basic Hull
appliedenergistics2:facade:0, Cable Facade - Red Stained Basic Hull
appliedenergistics2:facade:0, Cable Facade - Black Stained Basic Hull
appliedenergistics2:facade:0, Cable Facade - White Stained Basic Hull
appliedenergistics2:facade:0, Cable Facade - Orange Stained Basic Hull
appliedenergistics2:facade:0, Cable Facade - Magenta Stained Basic Hull
appliedenergistics2:facade:0, Cable Facade - Light Blue Stained Basic Hull
appliedenergistics2:facade:0, Cable Facade - Yellow Stained Basic Hull
appliedenergistics2:facade:0, Cable Facade - Lime Stained Basic Hull
appliedenergistics2:facade:0, Cable Facade - Pink Stained Basic Hull
appliedenergistics2:facade:0, Cable Facade - Gray Stained Basic Hull
appliedenergistics2:facade:0, Cable Facade - Silver Stained Basic Hull
appliedenergistics2:facade:0, Cable Facade - Cyan Stained Basic Hull
appliedenergistics2:facade:0, Cable Facade - Purple Stained Basic Hull
appliedenergistics2:facade:0, Cable Facade - Blue Stained Basic Hull
appliedenergistics2:facade:0, Cable Facade - Brown Stained Basic Hull
appliedenergistics2:facade:0, Cable Facade - Green Stained Basic Hull
appliedenergistics2:facade:0, Cable Facade - Red Stained Basic Hull
appliedenergistics2:facade:0, Cable Facade - Black Stained Basic Hull
appliedenergistics2:facade:0, Cable Facade - White Stained Basic Hull Glass
appliedenergistics2:facade:0, Cable Facade - Orange Stained Basic Hull Glass
appliedenergistics2:facade:0, Cable Facade - Magenta Stained Basic Hull Glass
appliedenergistics2:facade:0, Cable Facade - Light Blue Stained Basic Hull Glass
appliedenergistics2:facade:0, Cable Facade - Yellow Stained Basic Hull Glass
appliedenergistics2:facade:0, Cable Facade - Lime Stained Basic Hull Glass
appliedenergistics2:facade:0, Cable Facade - Pink Stained Basic Hull Glass
appliedenergistics2:facade:0, Cable Facade - Gray Stained Basic Hull Glass
appliedenergistics2:facade:0, Cable Facade - Silver Stained Basic Hull Glass
appliedenergistics2:facade:0, Cable Facade - Cyan Stained Basic Hull Glass
appliedenergistics2:facade:0, Cable Facade - Purple Stained Basic Hull Glass
appliedenergistics2:facade:0, Cable Facade - Blue Stained Basic Hull Glass
appliedenergistics2:facade:0, Cable Facade - Brown Stained Basic Hull Glass
appliedenergistics2:facade:0, Cable Facade - Green Stained Basic Hull Glass
appliedenergistics2:facade:0, Cable Facade - Red Stained Basic Hull Glass
appliedenergistics2:facade:0, Cable Facade - Black Stained Basic Hull Glass
appliedenergistics2:facade:0, Cable Facade - White Stained Advanced Hull
appliedenergistics2:facade:0, Cable Facade - Orange Stained Advanced Hull
appliedenergistics2:facade:0, Cable Facade - Magenta Stained Advanced Hull
appliedenergistics2:facade:0, Cable Facade - Light Blue Stained Advanced Hull
appliedenergistics2:facade:0, Cable Facade - Yellow Stained Advanced Hull
appliedenergistics2:facade:0, Cable Facade - Lime Stained Advanced Hull
appliedenergistics2:facade:0, Cable Facade - Pink Stained Advanced Hull
appliedenergistics2:facade:0, Cable Facade - Gray Stained Advanced Hull
appliedenergistics2:facade:0, Cable Facade - Silver Stained Advanced Hull
appliedenergistics2:facade:0, Cable Facade - Cyan Stained Advanced Hull
appliedenergistics2:facade:0, Cable Facade - Purple Stained Advanced Hull
appliedenergistics2:facade:0, Cable Facade - Blue Stained Advanced Hull
appliedenergistics2:facade:0, Cable Facade - Brown Stained Advanced Hull
appliedenergistics2:facade:0, Cable Facade - Green Stained Advanced Hull
appliedenergistics2:facade:0, Cable Facade - Red Stained Advanced Hull
appliedenergistics2:facade:0, Cable Facade - Black Stained Advanced Hull
appliedenergistics2:facade:0, Cable Facade - White Stained Advanced Hull
appliedenergistics2:facade:0, Cable Facade - Orange Stained Advanced Hull
appliedenergistics2:facade:0, Cable Facade - Magenta Stained Advanced Hull
appliedenergistics2:facade:0, Cable Facade - Light Blue Stained Advanced Hull
appliedenergistics2:facade:0, Cable Facade - Yellow Stained Advanced Hull
appliedenergistics2:facade:0, Cable Facade - Lime Stained Advanced Hull
appliedenergistics2:facade:0, Cable Facade - Pink Stained Advanced Hull
appliedenergistics2:facade:0, Cable Facade - Gray Stained Advanced Hull
appliedenergistics2:facade:0, Cable Facade - Silver Stained Advanced Hull
appliedenergistics2:facade:0, Cable Facade - Cyan Stained Advanced Hull
appliedenergistics2:facade:0, Cable Facade - Purple Stained Advanced Hull
appliedenergistics2:facade:0, Cable Facade - Blue Stained Advanced Hull
appliedenergistics2:facade:0, Cable Facade - Brown Stained Advanced Hull
appliedenergistics2:facade:0, Cable Facade - Green Stained Advanced Hull
appliedenergistics2:facade:0, Cable Facade - Red Stained Advanced Hull
appliedenergistics2:facade:0, Cable Facade - Black Stained Advanced Hull
appliedenergistics2:facade:0, Cable Facade - White Stained Advanced Hull Glass
appliedenergistics2:facade:0, Cable Facade - Orange Stained Advanced Hull Glass
appliedenergistics2:facade:0, Cable Facade - Magenta Stained Advanced Hull Glass
appliedenergistics2:facade:0, Cable Facade - Light Blue Stained Advanced Hull Glass
appliedenergistics2:facade:0, Cable Facade - Yellow Stained Advanced Hull Glass
appliedenergistics2:facade:0, Cable Facade - Lime Stained Advanced Hull Glass
appliedenergistics2:facade:0, Cable Facade - Pink Stained Advanced Hull Glass
appliedenergistics2:facade:0, Cable Facade - Gray Stained Advanced Hull Glass
appliedenergistics2:facade:0, Cable Facade - Silver Stained Advanced Hull Glass
appliedenergistics2:facade:0, Cable Facade - Cyan Stained Advanced Hull Glass
appliedenergistics2:facade:0, Cable Facade - Purple Stained Advanced Hull Glass
appliedenergistics2:facade:0, Cable Facade - Blue Stained Advanced Hull Glass
appliedenergistics2:facade:0, Cable Facade - Brown Stained Advanced Hull Glass
appliedenergistics2:facade:0, Cable Facade - Green Stained Advanced Hull Glass
appliedenergistics2:facade:0, Cable Facade - Red Stained Advanced Hull Glass
appliedenergistics2:facade:0, Cable Facade - Black Stained Advanced Hull Glass
appliedenergistics2:facade:0, Cable Facade - White Stained Superior Hull
appliedenergistics2:facade:0, Cable Facade - Orange Stained Superior Hull
appliedenergistics2:facade:0, Cable Facade - Magenta Stained Superior Hull
appliedenergistics2:facade:0, Cable Facade - Light Blue Stained Superior Hull
appliedenergistics2:facade:0, Cable Facade - Yellow Stained Superior Hull
appliedenergistics2:facade:0, Cable Facade - Lime Stained Superior Hull
appliedenergistics2:facade:0, Cable Facade - Pink Stained Superior Hull
appliedenergistics2:facade:0, Cable Facade - Gray Stained Superior Hull
appliedenergistics2:facade:0, Cable Facade - Silver Stained Superior Hull
appliedenergistics2:facade:0, Cable Facade - Cyan Stained Superior Hull
appliedenergistics2:facade:0, Cable Facade - Purple Stained Superior Hull
appliedenergistics2:facade:0, Cable Facade - Blue Stained Superior Hull
appliedenergistics2:facade:0, Cable Facade - Brown Stained Superior Hull
appliedenergistics2:facade:0, Cable Facade - Green Stained Superior Hull
appliedenergistics2:facade:0, Cable Facade - Red Stained Superior Hull
appliedenergistics2:facade:0, Cable Facade - Black Stained Superior Hull
appliedenergistics2:facade:0, Cable Facade - White Stained Superior Hull
appliedenergistics2:facade:0, Cable Facade - Orange Stained Superior Hull
appliedenergistics2:facade:0, Cable Facade - Magenta Stained Superior Hull
appliedenergistics2:facade:0, Cable Facade - Light Blue Stained Superior Hull
appliedenergistics2:facade:0, Cable Facade - Yellow Stained Superior Hull
appliedenergistics2:facade:0, Cable Facade - Lime Stained Superior Hull
appliedenergistics2:facade:0, Cable Facade - Pink Stained Superior Hull
appliedenergistics2:facade:0, Cable Facade - Gray Stained Superior Hull
appliedenergistics2:facade:0, Cable Facade - Silver Stained Superior Hull
appliedenergistics2:facade:0, Cable Facade - Cyan Stained Superior Hull
appliedenergistics2:facade:0, Cable Facade - Purple Stained Superior Hull
appliedenergistics2:facade:0, Cable Facade - Blue Stained Superior Hull
appliedenergistics2:facade:0, Cable Facade - Brown Stained Superior Hull
appliedenergistics2:facade:0, Cable Facade - Green Stained Superior Hull
appliedenergistics2:facade:0, Cable Facade - Red Stained Superior Hull
appliedenergistics2:facade:0, Cable Facade - Black Stained Superior Hull
appliedenergistics2:facade:0, Cable Facade - White Stained Superior Hull Glass
appliedenergistics2:facade:0, Cable Facade - Orange Stained Superior Hull Glass
appliedenergistics2:facade:0, Cable Facade - Magenta Stained Superior Hull Glass
appliedenergistics2:facade:0, Cable Facade - Light Blue Stained Superior Hull Glass
appliedenergistics2:facade:0, Cable Facade - Yellow Stained Superior Hull Glass
appliedenergistics2:facade:0, Cable Facade - Lime Stained Superior Hull Glass
appliedenergistics2:facade:0, Cable Facade - Pink Stained Superior Hull Glass
appliedenergistics2:facade:0, Cable Facade - Gray Stained Superior Hull Glass
appliedenergistics2:facade:0, Cable Facade - Silver Stained Superior Hull Glass
appliedenergistics2:facade:0, Cable Facade - Cyan Stained Superior Hull Glass
appliedenergistics2:facade:0, Cable Facade - Purple Stained Superior Hull Glass
appliedenergistics2:facade:0, Cable Facade - Blue Stained Superior Hull Glass
appliedenergistics2:facade:0, Cable Facade - Brown Stained Superior Hull Glass
appliedenergistics2:facade:0, Cable Facade - Green Stained Superior Hull Glass
appliedenergistics2:facade:0, Cable Facade - Red Stained Superior Hull Glass
appliedenergistics2:facade:0, Cable Facade - Black Stained Superior Hull Glass
appliedenergistics2:facade:0, Cable Facade - Highly Advanced Machine Block
appliedenergistics2:facade:0, Cable Facade - Iridium Block
appliedenergistics2:facade:0, Cable Facade - Septuple Compressed Sugar Cane
appliedenergistics2:facade:0, Cable Facade - Quintuple Compressed Sugar Cane
appliedenergistics2:facade:0, Cable Facade - Octuple Compressed Netherrack
appliedenergistics2:facade:0, Cable Facade - Quick Sand
appliedenergistics2:facade:0, Cable Facade - Unhardened Stone
appliedenergistics2:facade:0, Cable Facade - Compressed Netherrack
appliedenergistics2:facade:0, Cable Facade - Hardened Stone Small Bricks
appliedenergistics2:facade:0, Cable Facade - Sextuple Compressed Sugar Cane
appliedenergistics2:facade:0, Cable Facade - Ender Ore
appliedenergistics2:facade:0, Cable Facade - Soul Sandstone
appliedenergistics2:facade:0, Cable Facade - Quintuple Compressed Netherrack
appliedenergistics2:facade:0, Cable Facade - Sextuple Compressed Netherrack
appliedenergistics2:facade:0, Cable Facade - White Glowstone
appliedenergistics2:facade:0, Cable Facade - Orange Glowstone
appliedenergistics2:facade:0, Cable Facade - Magenta Glowstone
appliedenergistics2:facade:0, Cable Facade - LightBlue Glowstone
appliedenergistics2:facade:0, Cable Facade - Lime Glowstone
appliedenergistics2:facade:0, Cable Facade - Pink Glowstone
appliedenergistics2:facade:0, Cable Facade - Gray Glowstone
appliedenergistics2:facade:0, Cable Facade - LightGray Glowstone
appliedenergistics2:facade:0, Cable Facade - Cyan Glowstone
appliedenergistics2:facade:0, Cable Facade - Purple Glowstone
appliedenergistics2:facade:0, Cable Facade - Blue Glowstone
appliedenergistics2:facade:0, Cable Facade - Brown Glowstone
appliedenergistics2:facade:0, Cable Facade - Green Glowstone
appliedenergistics2:facade:0, Cable Facade - Red Glowstone
appliedenergistics2:facade:0, Cable Facade - Black Glowstone
appliedenergistics2:facade:0, Cable Facade - Compressed Sugar Cane
appliedenergistics2:facade:0, Cable Facade - Hardened Stone
appliedenergistics2:facade:0, Cable Facade - Double Compressed Sugar Cane
appliedenergistics2:facade:0, Cable Facade - Double Compressed Netherrack
appliedenergistics2:facade:0, Cable Facade - Septuple Compressed Netherrack
appliedenergistics2:facade:0, Cable Facade - Wub Wub Ore
appliedenergistics2:facade:0, Cable Facade - Nether Wub Wub Ore
appliedenergistics2:facade:0, Cable Facade - Steel Block
appliedenergistics2:facade:0, Cable Facade - Quadruple Compressed Netherrack
appliedenergistics2:facade:0, Cable Facade - Hardened Stone Slab
appliedenergistics2:facade:0, Cable Facade - Compressed Sugar
appliedenergistics2:facade:0, Cable Facade - Quadruple Compressed Sugar Cane
appliedenergistics2:facade:0, Cable Facade - Triple Compressed Netherrack
appliedenergistics2:facade:0, Cable Facade - Compressed Bone Block
appliedenergistics2:facade:0, Cable Facade - Hardened Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Compressed Nether Star Block
appliedenergistics2:facade:0, Cable Facade - Compressed Flint Block
appliedenergistics2:facade:0, Cable Facade - Water Source Stone
appliedenergistics2:facade:0, Cable Facade - Lava Source Stone
appliedenergistics2:facade:0, Cable Facade - Double Compressed Sugar
appliedenergistics2:facade:0, Cable Facade - Reinforced Obsidian
appliedenergistics2:facade:0, Cable Facade - Triple Compressed Sugar Cane
appliedenergistics2:facade:0, Cable Facade - Nether Lava Source Stone
appliedenergistics2:facade:0, Cable Facade - Charcoal Block
appliedenergistics2:facade:0, Cable Facade - Asphalt
appliedenergistics2:facade:0, Cable Facade - Hardened Stone Small Bricks Slab
appliedenergistics2:facade:0, Cable Facade - Lava Infused Stone
appliedenergistics2:facade:0, Cable Facade - Octuple Compressed Sugar Cane
appliedenergistics2:facade:0, Cable Facade - Hardened Stone Bricks Slab
appliedenergistics2:facade:0, Cable Facade - Compressed Flesh Block
appliedenergistics2:crystal_seed:0, Certus Quartz Seed
appliedenergistics2:crystal_seed:600, Nether Quartz Seed
appliedenergistics2:crystal_seed:1200, Fluix Seed
appliedenergistics2:crystal_seed:0, Certus Quartz Seed
appliedenergistics2:crystal_seed:600, Nether Quartz Seed
appliedenergistics2:crystal_seed:1200, Fluix Seed
appliedenergistics2:crystal_seed:0, Certus Quartz Seed
appliedenergistics2:crystal_seed:600, Nether Quartz Seed
appliedenergistics2:crystal_seed:1200, Fluix Seed
appliedenergistics2:encoded_pattern, Encoded Pattern
appliedenergistics2:paint_ball:0, Paint Ball - White
appliedenergistics2:paint_ball:1, Paint Ball - Orange
appliedenergistics2:paint_ball:2, Paint Ball - Magenta
appliedenergistics2:paint_ball:3, Paint Ball - Light Blue
appliedenergistics2:paint_ball:4, Paint Ball - Yellow
appliedenergistics2:paint_ball:5, Paint Ball - Lime
appliedenergistics2:paint_ball:6, Paint Ball - Pink
appliedenergistics2:paint_ball:7, Paint Ball - Gray
appliedenergistics2:paint_ball:8, Paint Ball - Light Gray
appliedenergistics2:paint_ball:9, Paint Ball - Cyan
appliedenergistics2:paint_ball:10, Paint Ball - Purple
appliedenergistics2:paint_ball:11, Paint Ball - Blue
appliedenergistics2:paint_ball:12, Paint Ball - Brown
appliedenergistics2:paint_ball:13, Paint Ball - Green
appliedenergistics2:paint_ball:14, Paint Ball - Red
appliedenergistics2:paint_ball:15, Paint Ball - Black
appliedenergistics2:paint_ball:20, Paint Ball - Lumen White
appliedenergistics2:paint_ball:21, Paint Ball - Lumen Orange
appliedenergistics2:paint_ball:22, Paint Ball - Lumen Magenta
appliedenergistics2:paint_ball:23, Paint Ball - Lumen Light Blue
appliedenergistics2:paint_ball:24, Paint Ball - Lumen Yellow
appliedenergistics2:paint_ball:25, Paint Ball - Lumen Lime
appliedenergistics2:paint_ball:26, Paint Ball - Lumen Pink
appliedenergistics2:paint_ball:27, Paint Ball - Lumen Gray
appliedenergistics2:paint_ball:28, Paint Ball - Lumen Light Gray
appliedenergistics2:paint_ball:29, Paint Ball - Lumen Cyan
appliedenergistics2:paint_ball:30, Paint Ball - Lumen Purple
appliedenergistics2:paint_ball:31, Paint Ball - Lumen Blue
appliedenergistics2:paint_ball:32, Paint Ball - Lumen Brown
appliedenergistics2:paint_ball:33, Paint Ball - Lumen Green
appliedenergistics2:paint_ball:34, Paint Ball - Lumen Red
appliedenergistics2:paint_ball:35, Paint Ball - Lumen Black
appliedenergistics2:dummy_fluid_item, item.appliedenergistics2.dummy_fluid_item.name
appliedenergistics2:material:28, Advanced Card
appliedenergistics2:material:44, Annihilation Core
appliedenergistics2:material:25, Basic Card
appliedenergistics2:material:52, Blank Pattern
appliedenergistics2:material:23, Calculation Processor
appliedenergistics2:material:13, Inscriber Calculation Press
appliedenergistics2:material:16, Printed Calculation Circuit
appliedenergistics2:material:27, Capacity Card
appliedenergistics2:material:53, Crafting Card
appliedenergistics2:material:29, Fuzzy Card
appliedenergistics2:material:31, Inverter Card
appliedenergistics2:material:26, Redstone Card
appliedenergistics2:material:30, Acceleration Card
appliedenergistics2:material:34, 128³ Spatial Component
appliedenergistics2:material:37, 16k ME Storage Component
appliedenergistics2:material:33, 16³ Spatial Component
appliedenergistics2:material:35, 1k ME Storage Component
appliedenergistics2:material:32, 2³ Spatial Component
appliedenergistics2:material:36, 4k ME Storage Component
appliedenergistics2:material:38, 64k ME Storage Component
appliedenergistics2:material:0, Certus Quartz Crystal
appliedenergistics2:material:1, Charged Certus Quartz Crystal
appliedenergistics2:material:2, Certus Quartz Dust
appliedenergistics2:material:39, ME Storage Housing
appliedenergistics2:material:46, Ender Dust
appliedenergistics2:material:24, Engineering Processor
appliedenergistics2:material:14, Inscriber Engineering Press
appliedenergistics2:material:17, Printed Engineering Circuit
appliedenergistics2:material:4, Flour
appliedenergistics2:material:56, 16k ME Fluid Storage Component
appliedenergistics2:material:54, 1k ME Fluid Storage Component
appliedenergistics2:material:55, 4k ME Fluid Storage Component
appliedenergistics2:material:57, 64k ME Fluid Storage Component
appliedenergistics2:material:7, Fluix Crystal
appliedenergistics2:material:8, Fluix Dust
appliedenergistics2:material:9, Fluix Pearl
appliedenergistics2:material:43, Formation Core
appliedenergistics2:material:51, Gold Dust
appliedenergistics2:material:49, Iron Dust
appliedenergistics2:material:22, Logic Processor
appliedenergistics2:material:15, Inscriber Logic Press
appliedenergistics2:material:18, Printed Logic Circuit
appliedenergistics2:material:6, Matter Ball
appliedenergistics2:material:21, Inscriber Name Press
appliedenergistics2:material:3, Nether Quartz Dust
appliedenergistics2:material:10, Pure Certus Quartz Crystal
appliedenergistics2:material:12, Pure Fluix Crystal
appliedenergistics2:material:11, Pure Nether Quartz Crystal
appliedenergistics2:material:48, Quantum Entangled Singularity
appliedenergistics2:material:5, Silicon
appliedenergistics2:material:19, Inscriber Silicon Press
appliedenergistics2:material:20, Printed Silicon
appliedenergistics2:material:47, Singularity
appliedenergistics2:material:45, Sky Stone Dust
appliedenergistics2:material:41, Wireless Receiver
appliedenergistics2:material:42, Wireless Booster
appliedenergistics2:material:40, Wooden Gear
appliedenergistics2:part:300, ME Annihilation Plane
appliedenergistics2:part:120, Cable Anchor
appliedenergistics2:part:20, ME Covered Cable - White
appliedenergistics2:part:21, ME Covered Cable - Orange
appliedenergistics2:part:22, ME Covered Cable - Magenta
appliedenergistics2:part:23, ME Covered Cable - Light Blue
appliedenergistics2:part:24, ME Covered Cable - Yellow
appliedenergistics2:part:25, ME Covered Cable - Lime
appliedenergistics2:part:26, ME Covered Cable - Pink
appliedenergistics2:part:27, ME Covered Cable - Gray
appliedenergistics2:part:28, ME Covered Cable - Light Gray
appliedenergistics2:part:29, ME Covered Cable - Cyan
appliedenergistics2:part:30, ME Covered Cable - Purple
appliedenergistics2:part:31, ME Covered Cable - Blue
appliedenergistics2:part:32, ME Covered Cable - Brown
appliedenergistics2:part:33, ME Covered Cable - Green
appliedenergistics2:part:34, ME Covered Cable - Red
appliedenergistics2:part:35, ME Covered Cable - Black
appliedenergistics2:part:36, ME Covered Cable - Fluix
appliedenergistics2:part:500, ME Dense Covered Cable - White
appliedenergistics2:part:501, ME Dense Covered Cable - Orange
appliedenergistics2:part:502, ME Dense Covered Cable - Magenta
appliedenergistics2:part:503, ME Dense Covered Cable - Light Blue
